announce_date;number_of_suspected_case_repoted_to_cdc;number_of_suspected_case_repoted_to_cdc;number_of_suspected_case_repoted_to_cdc;number_of_local_positive_cases;number_of_positive_cases_from_panshi_ship;number_of_unknown_positive_cases;dead;recovery;hospital_quarantine_reported;note;reference
2021-08-03 ;2101038;2083962;1274;14394;36;15;791;;;指揮中心統計，截至目前國內累計2,101,038例新型冠狀病毒肺炎相關通報(含2,083,962例排除)，其中15,721例確診，分別為1,274例境外移入，14,394本土病例，36例敦睦艦隊、2例航空器感染、1例不明及14例調查中；另累計108例移除為空號。2020年起累計791例COVID-19死亡病例，其中783例本土，個案居住縣市分布為新北市393例、臺北市297例、基隆市27例、桃園市24例、彰化縣14例、新竹縣11例、臺中市4例、苗栗縣3例、宜蘭縣及花蓮縣各2例，臺東縣、雲林縣、臺南市、南投縣、高雄市及屏東縣各1例；另8例為境外移入。;https://www.cdc.gov.tw/Bulletin/Detail/DY-FVbUu8CSZM8in_1ZMtg?typeid=9
2021-08-02 ;2078019;2060458;1271;14378;36;15;789;;;指揮中心統計，截至目前國內累計2,078,019例新型冠狀病毒肺炎相關通報(含2,060,458例排除)，其中15,702例確診，分別為1,271例境外移入，14,378本土病例，36例敦睦艦隊、2例航空器感染、1例不明及14例調查中；另累計108例移除為空號。2020年起累計789例COVID-19死亡病例，其中781例本土，個案居住縣市分布為新北市393例、臺北市296例、基隆市27例、桃園市24例、彰化縣14例、新竹縣11例、臺中市4例、苗栗縣3例、宜蘭縣及花蓮縣各2例，臺東縣、雲林縣、南投縣、高雄市及屏東縣各1例；另8例為境外移入。;https://www.cdc.gov.tw/Bulletin/Detail/brwb9yZ4DBf5cD191r_qwg?typeid=9
2021-08-01 ;2063516;2046258;1269;14366;36;15;789;;;指揮中心統計，截至目前國內累計2,063,516例新型冠狀病毒肺炎相關通報(含2,046,258例排除)，其中15,688例確診，分別為1,269例境外移入，14,366本土病例，36例敦睦艦隊、2例航空器感染、1例不明及14例調查中；另累計108例移除為空號。2020年起累計789例COVID-19死亡病例，其中781例本土，個案居住縣市分布為新北市393例、臺北市296例、基隆市27例、桃園市24例、彰化縣14例、新竹縣11例、臺中市4例、苗栗縣3例、宜蘭縣及花蓮縣各2例，臺東縣、雲林縣、南投縣、高雄市及屏東縣各1例；另8例為境外移入。;https://www.cdc.gov.tw/Bulletin/Detail/IAP-YbZY7-O6wIlnkpI-tg?typeid=9
2021-07-31 ;2043204;2026126;1267;14354;36;15;787;;;指揮中心統計，截至目前國內累計2,043,204例新型冠狀病毒肺炎相關通報(含2,026,126例排除)，其中15,674例確診，分別為1,267例境外移入，14,354本土病例，36例敦睦艦隊、2例航空器感染、1例不明及14例調查中；另累計108例移除為空號。2020年起累計787例COVID-19死亡病例，其中779例本土，個案居住縣市分布為新北市392例、臺北市295例、基隆市27例、桃園市24例、彰化縣14例、新竹縣11例、臺中市4例、苗栗縣3例、宜蘭縣及花蓮縣各2例，臺東縣、雲林縣、南投縣、高雄市及屏東縣各1例；另8例為境外移入。;https://www.cdc.gov.tw/Bulletin/Detail/ovL3vbjOz8jdlIqsfzUnFg?typeid=9
2021-07-30 ;2021090;2004528;1266;14343;36;15;787;;;指揮中心統計，截至目前國內累計2,021,090例新型冠狀病毒肺炎相關通報(含2,004,528例排除)，其中15,662例確診，分別為1,266例境外移入，14,343本土病例，36例敦睦艦隊、2例航空器感染、1例不明及14例調查中；另累計108例移除為空號。2020年起累計787例COVID-19死亡病例，其中779例本土，個案居住縣市分布為新北市392例、臺北市295例、基隆市27例、桃園市24例、彰化縣14例、新竹縣11例、臺中市4例、苗栗縣3例、宜蘭縣及花蓮縣各2例，臺東縣、雲林縣、南投縣、高雄市及屏東縣各1例；另8例為境外移入。;https://www.cdc.gov.tw/Bulletin/Detail/27f08UDJuOCPYs7I2sT_ZQ?typeid=9
2021-07-29 ;1998284;1981309;1262;14322;36;15;787;;;指揮中心統計，截至目前國內累計1,998,284例新型冠狀病毒肺炎相關通報(含1,981,309例排除)，其中15,637例確診，分別為1,262例境外移入，14,322例本土病例，36例敦睦艦隊、2例航空器感染、1例不明及14例調查中；另累計108例移除為空號。2020年起累計787例COVID-19死亡病例，其中779例本土，個案居住縣市分布為新北市392例、臺北市295例、基隆市27例、桃園市24例、彰化縣14例、新竹縣11例、臺中市4例、苗栗縣3例、宜蘭縣及花蓮縣各2例，臺東縣、雲林縣、南投縣、高雄市及屏東縣各1例；另8例為境外移入。;https://www.cdc.gov.tw/Bulletin/Detail/2FgGduGbRJzsDE0wmhR8Tg?typeid=9
2021-07-28 ;1975087;1958568;1260;14306;36;15;787;;;指揮中心統計，截至目前國內累計1,975,087例新型冠狀病毒肺炎相關通報(含1,958,568例排除)，其中15,619例確診，分別為1,260例境外移入，14,306例本土病例，36例敦睦艦隊、2例航空器感染、1例不明及14例調查中；另累計108例移除為空號。2020年起累計787例COVID-19死亡病例，其中779例本土，個案居住縣市分布為新北市392例、臺北市295例、基隆市27例、桃園市24例、彰化縣14例、新竹縣11例、臺中市4例、苗栗縣3例、宜蘭縣及花蓮縣各2例，臺東縣、雲林縣、南投縣、高雄市及屏東縣各1例；另8例為境外移入。;https://www.cdc.gov.tw/Bulletin/Detail/6LQ7LVOsuZNqq2EGjxmBsg?typeid=9
2021-07-27 ;1948640;1932430;1258;14288;36;15;787;;;指揮中心統計，截至目前國內累計1,948,640例新型冠狀病毒肺炎相關通報(含1,932,430例排除)，其中15,599例確診，分別為1,258例境外移入，14,288例本土病例，36例敦睦艦隊、2例航空器感染、1例不明及14例調查中；另累計108例移除為空號。2020年起累計787例COVID-19死亡病例，其中779例本土，個案居住縣市分布為新北市392例、臺北市295例、基隆市27例、桃園市24例、彰化縣14例、新竹縣11例、臺中市4例、苗栗縣3例、宜蘭縣及花蓮縣各2例，臺東縣、雲林縣、南投縣、高雄市及屏東縣各1例；另8例為境外移入。;https://www.cdc.gov.tw/Bulletin/Detail/Mi0ksk8-ozOV4-i79xKNdQ?typeid=9
2021-07-26 ;1924661;1907614;1257;14272;36;15;786;;;指揮中心統計，截至目前國內累計1,924,661例新型冠狀病毒肺炎相關通報(含1,907,614例排除)，其中15,582例確診，分別為1,257例境外移入，14,272例本土病例，36例敦睦艦隊、2例航空器感染、1例不明及14例調查中；另累計108例移除為空號。2020年起累計786例COVID-19死亡病例，其中778例本土，個案居住縣市分布為新北市391例、臺北市295例、基隆市27例、桃園市24例、彰化縣14例、新竹縣11例、臺中市4例、苗栗縣3例、宜蘭縣及花蓮縣各2例，臺東縣、雲林縣、南投縣、高雄市及屏東縣各1例；另8例為境外移入。;https://www.cdc.gov.tw/Bulletin/Detail/egbGFxLkDDPMoPvQjqvYKQ?typeid=9
2021-07-25 ;1911604;1895377;1256;14262;36;15;786;;;指揮中心統計，截至目前國內累計1,911,604例新型冠狀病毒肺炎相關通報(含1,895,377例排除)，其中15,571例確診，分別為1,256例境外移入，14,262例本土病例，36例敦睦艦隊、2例航空器感染、1例不明及14例調查中；另累計108例移除為空號。2020年起累計786例COVID-19死亡病例，其中778例本土，個案居住縣市分布為新北市391例、臺北市295例、基隆市27例、桃園市24例、彰化縣14例、新竹縣11例、臺中市4例、苗栗縣3例、宜蘭縣及花蓮縣各2例，臺東縣、雲林縣、南投縣、高雄市及屏東縣各1例；另8例為境外移入。;https://www.cdc.gov.tw/Bulletin/Detail/VSO1QqYie-snM91eMcxWfA?typeid=9
2021-07-24 ;1894957;1878146;1255;14250;36;15;786;;;指揮中心統計，截至目前國內累計1,894,957例新型冠狀病毒肺炎相關通報(含1,878,146例排除)，其中15,558例確診，分別為1,255例境外移入，14,250例本土病例，36例敦睦艦隊、2例航空器感染、1例不明及14例調查中；另新增2例空號病例(案9508、案15608)，累計108例移除為空號。2020年起累計 786例COVID-19死亡病例，其中778例本土，個案居住縣市分布為新北市391例、臺北市295例、基隆市27例、桃園市24例、彰化縣14例、新竹縣11例、臺中市4例、苗栗縣3例、宜蘭縣及花蓮縣各2例，臺東縣、雲林縣、南投縣、高雄市及屏東縣各1例；另8例為境外移入。;https://www.cdc.gov.tw/Bulletin/Detail/t3y12ZT1GjIsbm_Dv2JWWw?typeid=9
2021-07-23 ;1875313;1859164;1254;14228;36;15;784;;;指揮中心統計，截至目前國內累計1,875,313例新型冠狀病毒肺炎相關通報(含1,859,164例排除)，其中15,535例確診，分別為1,254例境外移入，14,228例本土病例，36例敦睦艦隊、2例航空器感染、1例不明及14例調查中；另累計106例移除為空號。2020年起累計784例COVID-19死亡病例，其中776例本土，個案居住縣市分布為新北市391例、臺北市294例、基隆市27例、桃園市24例、彰化縣14例、新竹縣10例、臺中市4例、苗栗縣3例、宜蘭縣及花蓮縣各2例，臺東縣、雲林縣、南投縣、高雄市及屏東縣各1例；另8例為境外移入。;https://www.cdc.gov.tw/Bulletin/Detail/mQKUUbHhgQ7Nqez4-c3ikg?typeid=9
2021-07-22 ;1852658;1835679;1253;14205;36;15;782;;;指揮中心統計，截至目前國內累計1,852,658例新型冠狀病毒肺炎相關通報(含1,835,679例排除)，其中15,511例確診，分別為1,253例境外移入，14,205例本土病例，36例敦睦艦隊、2例航空器感染、1例不明及14例調查中；另累計106例移除為空號。2020年起累計782例COVID-19死亡病例，其中774例本土，個案居住縣市分布為新北市389例、臺北市294例、基隆市27例、桃園市24例、彰化縣14例、新竹縣10例、臺中市4例、苗栗縣3例、宜蘭縣及花蓮縣各2例，臺東縣、雲林縣、南投縣、高雄市及屏東縣各1例；另8例為境外移入。;https://www.cdc.gov.tw/Bulletin/Detail/qQUu0BeaYg_zgfTOISQnSw?typeid=9
2021-07-21 ;1828036;1811528;1250;14175;36;15;778;;;指揮中心統計，截至目前國內累計1,828,036例新型冠狀病毒肺炎相關通報(含1,811,528排除)，其中15,478例確診，分別為1,250例境外移入，14,175例本土病例，36例敦睦艦隊、2例航空器感染、1例不明及14例調查中；個案中累計106例移除為空號。2020年起累計778例COVID-19死亡病例，其中770例本土，個案居住縣市分布為新北市386例、臺北市294例、基隆市27例、桃園市24例、彰化縣14例、新竹縣10例、臺中市4例、苗栗縣3例、宜蘭縣及花蓮縣各2例，臺東縣、雲林縣、南投縣及高雄市各1例；另8例為境外移入。;https://www.cdc.gov.tw/Bulletin/Detail/lhdbzRTt-LN7qAJV8rES4g?typeid=9
2021-07-20 ;1801538;1784759;1241;14159;36;15;773;;;指揮中心統計，累計1,801,538例新型冠狀病毒肺炎相關通報(含1,784,759例排除)，其中15,453例確診，分別為1,241例境外移入，14,159例本土病例，36例敦睦艦隊、2例航空器感染、1例不明及14例調查中；個案中累計106例移除為空號。2020年起累計773例COVID-19死亡病例，其中765例本土，個案居住縣市分布為新北市384例、臺北市292例、基隆市27例、桃園市23例、彰化縣14例、新竹縣10例、臺中市4例、苗栗縣3例、宜蘭縣及花蓮縣各2例，臺東縣、雲林縣、南投縣及高雄市各1例；另8例為境外移入。;https://www.cdc.gov.tw/Bulletin/Detail/sHkOPnMD4fo4JtJ5QaVeog?typeid=9
2021-07-19 ;1778511;1761879;1235;14141;36;15;769;;;指揮中心統計，累計1,778,511例新型冠狀病毒肺炎相關通報(含1,761,879例排除)，其中15,429例確診，分別為1,235例境外移入，14,141例本土病例，36例敦睦艦隊、2例航空器感染、1例不明及14例調查中；另累計106例移除為空號。2020年起累計769例COVID-19死亡病例，其中761例本土，個案居住縣市分布為新北市382例、臺北市291例、基隆市27例、桃園市23例、彰化縣13例、新竹縣10例、臺中市4例、苗栗縣3例、宜蘭縣及花蓮縣各2例，臺東縣、雲林縣、南投縣及高雄市各1例；另8例為境外移入。;https://www.cdc.gov.tw/Bulletin/Detail/au9qBuU-ft4ueA56WlXGPQ?typeid=9
2021-07-18 ;1765532;1747814;1229;14126;36;15;768;;;指揮中心統計，截至目前國內累計1,765,532例新型冠狀病毒肺炎相關通報(含1,747,814例排除)，其中15,408例確診，分別為1,229例境外移入，14,126例本土病例，36例敦睦艦隊、2例航空器感染、1例不明及14例調查中；另累計106例移除為空號。2020年起累計768例COVID-19死亡病例，其中760例本土，個案居住縣市分布為新北市382例、臺北市291例、基隆市26例、桃園市23例、彰化縣13例、新竹縣10例、臺中市4例、苗栗縣3例、宜蘭縣及花蓮縣各2例，臺東縣、雲林縣、南投縣及高雄市各1例；另8例為境外移入。;https://www.cdc.gov.tw/Bulletin/Detail/dgODsBkc6rgudVfEtONAyg?typeid=9
2021-07-17 ;1747750;1730746;1226;14111;36;15;764;;;指揮中心統計，截至目前國內累計1,747,750例新型冠狀病毒肺炎相關通報(含1,730,746例排除)，其中15,390例確診，分別為1,226例境外移入(原1例本土病例案15425疫調後改為美國境外移入)，14,111例本土病例，36例敦睦艦隊、2例航空器感染、1例不明及14例調查中；無新增空號病例，累計106例移除為空號。2020年起累計764例COVID-19死亡病例，其中756例本土，個案居住縣市分布為新北市380例、臺北市289例、基隆市26例、桃園市23例、彰化縣13例、新竹縣10例、臺中市4例、苗栗縣3例、宜蘭縣及花蓮縣各2例，臺東縣、雲林縣、南投縣及高雄市各1例；另8例為境外移入。;https://www.cdc.gov.tw/Bulletin/Detail/DWFR-QOhHCu41HVXYRXAVA?typeid=9
2021-07-16 ;1727787;1710974;1221;14104;36;15;736;;;指揮中心統計，截至目前國內累計1,727,787例新型冠狀病毒肺炎相關通報(含1,710,974例排除)，其中15,378例確診，分別為1,221例境外移入，14,104例本土病例，36例敦睦艦隊、2例航空器感染、1例不明及14例調查中；另累計106例移除為空號。2020年起累計763例COVID-19死亡病例，其中755例本土，個案居住縣市分布為新北市379例、臺北市289例、基隆市26例、桃園市23例、彰化縣13例、新竹縣10例、臺中市4例、苗栗縣3例、宜蘭縣及花蓮縣各2例，臺東縣、雲林縣、南投縣及高雄市各1例；另8例為境外移入。;https://www.cdc.gov.tw/Bulletin/Detail/B34H9oWmz6AnDmYSsCIHHg?typeid=9
2021-07-15 ;1707362;1690141;1218;14075;36;15;759;;;指揮中心統計，截至目前國內累計1,707,362例新型冠狀病毒肺炎相關通報(含1,690,141例排除)，其中15,346例確診，分別為1,218例境外移入，14,075例本土病例，36例敦睦艦隊、2例航空器感染、1例不明及14例調查中；另累計106例移除為空號。2020年起累計759例COVID-19死亡病例，其中751例本土，個案居住縣市分布為新北市377例、臺北市288例、基隆市26例、桃園市22例、彰化縣13例、新竹縣10例、臺中市4例、苗栗縣3例、宜蘭縣及花蓮縣各2例，臺東縣、雲林縣、南投縣及高雄市各1例；另8例為境外移入。;https://www.cdc.gov.tw/Bulletin/Detail/Ppvh82lbGAf4mdyYY3JanQ?typeid=9
2021-07-14 ;1686311;1669801;1214;14061;36;15;735;;;指揮中心統計，截至目前國內累計1,686,311例新型冠狀病毒肺炎相關通報(含1,669,801例排除)，其中15,328例確診，分別為1,214例境外移入，14,061例本土病例，36例敦睦艦隊、2例航空器感染、1例不明及14例調查中；新增1例空號病例(案15282)，共累計106例移除為空號。2020年起累計753例COVID-19死亡病例，其中745例本土，個案居住縣市分布為新北市374例、臺北市287例、基隆市25例、桃園市21例、彰化縣13例、新竹縣10例、臺中市4例、苗栗縣3例、宜蘭縣及花蓮縣各2例，臺東縣、雲林縣、南投縣及高雄市各1例；另8例為境外移入。;https://www.cdc.gov.tw/Bulletin/Detail/yZAmavXm44dCHkOMtcPprQ?typeid=9
